Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Components,Components,Components,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Registration,JIR-1,10048,Epic,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Highest,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 12:15,4/1/2026 12:15,4/2/2026 11:25,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@123f2df2,,,,,ghx-label-12,,To Do,,,,grey,,,,,0|i0002n:,,,JIR Sprint 1,,,,,,,,,,,,,,,To Do,4/1/2026 12:15
Display full course description,JIR-246,10501,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b6a5335,,,,,,,,,,,,,,,,0|i001l3:,,,JIR Sprint 1,,,,,,,,,,,,10127,JIR-48,"As a user, I want to read the course description so that I can know what the course covers.",To Do,4/2/2026 10:08
Support long text formatting,JIR-247,10503,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49b34d8c,,,,,,,,,,,,,,,,0|i001lb:,,,JIR Sprint 1,,,,,,,,,,,,10127,JIR-48,"As a user, I want to read the course description so that I can know what the course covers.",To Do,4/2/2026 10:09
Ensure readability (UI spacing),JIR-248,10505,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a842200,,,,,,,,,,,,,,,,0|i001lj:,,,JIR Sprint 1,,,,,,,,,,,,10127,JIR-48,"As a user, I want to read the course description so that I can know what the course covers.",To Do,4/2/2026 10:09
Handle empty description,JIR-249,10507,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50c546de,,,,,,,,,,,,,,,,0|i001lr:,,,JIR Sprint 1,,,,,,,,,,,,10127,JIR-48,"As a user, I want to read the course description so that I can know what the course covers.",To Do,4/2/2026 10:09
"As a user, I want to watch a preview video so that I can evaluate the course quality.",JIR-49,10128,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:09,,Frontend (UI),Media / Video Service,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6c8f2790,,,,,,,,,,,,,,,,0|i000db:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Integrate video player,JIR-250,10509,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d0e9f19,,,,,,,,,,,,,,,,0|i001lz:,,,JIR Sprint 1,,,,,,,,,,,,10128,JIR-49,"As a user, I want to watch a preview video so that I can evaluate the course quality.",To Do,4/2/2026 10:09
Implement play/pause controls,JIR-251,10511,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3212991f,,,,,,,,,,,,,,,,0|i001m7:,,,JIR Sprint 1,,,,,,,,,,,,10128,JIR-49,"As a user, I want to watch a preview video so that I can evaluate the course quality.",To Do,4/2/2026 10:09
Load preview video,JIR-252,10513,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@545dc037,,,,,,,,,,,,,,,,0|i001mf:,,,JIR Sprint 1,,,,,,,,,,,,10128,JIR-49,"As a user, I want to watch a preview video so that I can evaluate the course quality.",To Do,4/2/2026 10:09
Handle video loading errors,JIR-253,10515,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50c054f2,,,,,,,,,,,,,,,,0|i001mn:,,,JIR Sprint 1,,,,,,,,,,,,10128,JIR-49,"As a user, I want to watch a preview video so that I can evaluate the course quality.",To Do,4/2/2026 10:09
Ensure cross-device compatibility,JIR-254,10517,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e7f593a,,,,,,,,,,,,,,,,0|i001mv:,,,JIR Sprint 1,,,,,,,,,,,,10128,JIR-49,"As a user, I want to watch a preview video so that I can evaluate the course quality.",To Do,4/2/2026 10:09
"As a user, I want to enroll in a paid course so that I can access its content after payment.",JIR-50,10129,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:09,,Backend API,Database,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5768a6f7,,,,,,,,,,,,,,,,0|i000dj:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Add “Enroll Now” button,JIR-255,10519,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@367a0527,,,,,,,,,,,,,,,,0|i001n3:,,,JIR Sprint 1,,,,,,,,,,,,10129,JIR-50,"As a user, I want to enroll in a paid course so that I can access its content after payment.",To Do,4/2/2026 10:09
Integrate payment flow (mock/real),JIR-256,10521,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ca3ce70,,,,,,,,,,,,,,,,0|i001nb:,,,JIR Sprint 1,,,,,,,,,,,,10129,JIR-50,"As a user, I want to enroll in a paid course so that I can access its content after payment.",To Do,4/2/2026 10:09
Verify payment success,JIR-257,10523,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:09,4/2/2026 10:09,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21fc807c,,,,,,,,,,,,,,,,0|i001nj:,,,JIR Sprint 1,,,,,,,,,,,,10129,JIR-50,"As a user, I want to enroll in a paid course so that I can access its content after payment.",To Do,4/2/2026 10:10
Add course to user account,JIR-258,10525,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d4a6295,,,,,,,,,,,,,,,,0|i001nr:,,,JIR Sprint 1,,,,,,,,,,,,10129,JIR-50,"As a user, I want to enroll in a paid course so that I can access its content after payment.",To Do,4/2/2026 10:10
Handle payment failure,JIR-259,10527,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1818b601,,,,,,,,,,,,,,,,0|i001nz:,,,JIR Sprint 1,,,,,,,,,,,,10129,JIR-50,"As a user, I want to enroll in a paid course so that I can access its content after payment.",To Do,4/2/2026 10:10
"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",JIR-51,10130,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:10,,Backend API,Database,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@285b5e53,,,,,,,,,,,,,,,,0|i000dr:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Identify free courses,JIR-260,10529,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@92463e3,,,,,,,,,,,,,,,,0|i001o7:,,,JIR Sprint 1,,,,,,,,,,,,10130,JIR-51,"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",To Do,4/2/2026 10:10
Add direct enroll functionality,JIR-261,10531,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@491f4e0b,,,,,,,,,,,,,,,,0|i001of:,,,JIR Sprint 1,,,,,,,,,,,,10130,JIR-51,"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",To Do,4/2/2026 10:10
Skip payment flow,JIR-262,10533,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53674b2f,,,,,,,,,,,,,,,,0|i001on:,,,JIR Sprint 1,,,,,,,,,,,,10130,JIR-51,"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",To Do,4/2/2026 10:10
Add to “My Courses”,JIR-263,10535,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32ba7d5a,,,,,,,,,,,,,,,,0|i001ov:,,,JIR Sprint 1,,,,,,,,,,,,10130,JIR-51,"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",To Do,4/2/2026 10:10
Show success message,JIR-264,10537,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@24f117bc,,,,,,,,,,,,,,,,0|i001p3:,,,JIR Sprint 1,,,,,,,,,,,,10130,JIR-51,"As a user, I want to enroll in free courses instantly so that I can start learning immediately.",To Do,4/2/2026 10:10
"As a system, I want to prevent duplicate enrollments so that users don’t enroll multiple times in the same course.",JIR-52,10131,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:10,,Backend API,Database,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e27e4e9,,,,,,,,,,,,,,,,0|i000dz:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Check existing enrollment in database,JIR-265,10539,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42ac4d7b,,,,,,,,,,,,,,,,0|i001pb:,,,JIR Sprint 1,,,,,,,,,,,,10131,JIR-52,"As a system, I want to prevent duplicate enrollments so that users don’t enroll multiple times in the same course.",To Do,4/2/2026 10:10
Disable enroll button if enrolled,JIR-266,10541,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58eb44,,,,,,,,,,,,,,,,0|i001pj:,,,JIR Sprint 1,,,,,,,,,,,,10131,JIR-52,"As a system, I want to prevent duplicate enrollments so that users don’t enroll multiple times in the same course.",To Do,4/2/2026 10:10
Show “Already Enrolled” message,JIR-267,10543,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a35e365,,,,,,,,,,,,,,,,0|i001pr:,,,JIR Sprint 1,,,,,,,,,,,,10131,JIR-52,"As a system, I want to prevent duplicate enrollments so that users don’t enroll multiple times in the same course.",To Do,4/2/2026 10:10
Prevent duplicate entries,JIR-268,10545,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:10,4/2/2026 10:10,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c42b09d,,,,,,,,,,,,,,,,0|i001pz:,,,JIR Sprint 1,,,,,,,,,,,,10131,JIR-52,"As a system, I want to prevent duplicate enrollments so that users don’t enroll multiple times in the same course.",To Do,4/2/2026 10:10
"As a user, I want to see proper error messages if course details fail to load so that I understand the issue.",JIR-53,10132,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:11,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23f9add9,,,,,,,,,,,,,,,,0|i000e7:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Handle API failure,JIR-269,10547,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:11,4/2/2026 10:11,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e23e769,,,,,,,,,,,,,,,,0|i001q7:,,,JIR Sprint 1,,,,,,,,,,,,10132,JIR-53,"As a user, I want to see proper error messages if course details fail to load so that I understand the issue.",To Do,4/2/2026 10:11
Show error message,JIR-270,10549,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:11,4/2/2026 10:11,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b20e7ec,,,,,,,,,,,,,,,,0|i001qf:,,,JIR Sprint 1,,,,,,,,,,,,10132,JIR-53,"As a user, I want to see proper error messages if course details fail to load so that I understand the issue.",To Do,4/2/2026 10:11
Display fallback UI,JIR-271,10551,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:11,4/2/2026 10:11,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50aac536,,,,,,,,,,,,,,,,0|i001qn:,,,JIR Sprint 1,,,,,,,,,,,,10132,JIR-53,"As a user, I want to see proper error messages if course details fail to load so that I understand the issue.",To Do,4/2/2026 10:11
Prevent page crash,JIR-272,10553,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:11,4/2/2026 10:11,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e210f74,,,,,,,,,,,,,,,,0|i001qv:,,,JIR Sprint 1,,,,,,,,,,,,10132,JIR-53,"As a user, I want to see proper error messages if course details fail to load so that I understand the issue.",To Do,4/2/2026 10:11
